Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"op4130_alarm11","D0060080",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm12","D0060081",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm13","D0060082",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm14","D0060083",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm15","D0060084",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm16","D0060085",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm2","D0060071",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm3","D0060072",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm4","D0060073",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm5","D0060074",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm6","D0060075",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm7","D0060076",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm8","D0060077",Word,1,RO,100,,,,,,,,,,"",
"op4130_alarm9","D0060078",Word,1,RO,100,,,,,,,,,,"",
"op4130_automode_running","D0060018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_automode_selected","D0060018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_break","D0060000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_error_active","D0060018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_loss1","D0060000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_loss2","D0060000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_manualmode_selected","D0060018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_NOK_parts","D0060012",DWord,1,RO,100,,,,,,,,,,"",
"op4130_OK_parts","D0060010",DWord,1,RO,100,,,,,,,,,,"",
"op4130_operation_complete","D0060000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_productionreset","D0060000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4130_rejection1","D0060020",Word,1,RO,100,,,,,,,,,,"",
"op4130_rework","D0015000.03",DWord,1,RO,100,,,,,,,,,,"",
"op4130_shift","D0060028",Word,1,RO,100,,,,,,,,,,"",
"op4130_Total_parts","D0060014",DWord,1,RO,100,,,,,,,,,,"",
"op4130_variant","D0060022",Word,1,RO,100,,,,,,,,,,"",
"op4140_actualcycletime","D0061026",DWord,1,RO,100,,,,,,,,,,"",
"op4140_alarm1","D0061060",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm10","D0061069",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm11","D0061070",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm12","D0061071",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm13","D0061072",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm14","D0061073",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm15","D0061074",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm16","D0061075",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm2","D0061061",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm3","D0061062",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm4","D0061063",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm5","D0061064",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm6","D0061065",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm7","D0061066",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm8","D0061067",Word,1,RO,100,,,,,,,,,,"",
"op4140_alarm9","D0061068",Word,1,RO,100,,,,,,,,,,"",
"op4140_automode_running","D0061018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_automode_selected","D0061018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_break","D0061000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_error_active","D0061018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_loss1","D0061000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_loss2","D0061000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_manualmode_selected","D0061018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_NOK_parts","D0061012",DWord,1,RO,100,,,,,,,,,,"",
"op4140_OK_parts","D0061010",DWord,1,RO,100,,,,,,,,,,"",
"op4140_operation_complete","D0061000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_productionreset","D0061000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4140_rejection1","D0061020",Word,1,RO,100,,,,,,,,,,"",
"op4140_rework","D0025000.03",DWord,1,RO,100,,,,,,,,,,"",
"op4140_shift","D0061028",Word,1,RO,100,,,,,,,,,,"",
"op4140_Total_parts","D0061014",DWord,1,RO,100,,,,,,,,,,"",
"op4140_variant","D0061022",Word,1,RO,100,,,,,,,,,,"",
"op4150_actualcycletime","D0062026",DWord,1,RO,100,,,,,,,,,,"",
"op4150_alarm1","D0062040",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm10","D0062049",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm11","D0062050",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm12","D0062051",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm13","D0062052",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm14","D0062053",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm15","D0062054",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm16","D0062055",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm2","D0062041",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm3","D0062042",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm4","D0062043",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm5","D0062044",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm6","D0062045",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm7","D0062046",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm8","D0062047",Word,1,RO,100,,,,,,,,,,"",
"op4150_alarm9","D0062048",Word,1,RO,100,,,,,,,,,,"",
"op4150_automode_running","D0062018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_automode_selected","D0062018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_break","D0062000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_error_active","D0062018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_loss1","D0062000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_loss2","D0062000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_manualmode_selected","D0062018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_NOK_parts","D0062012",DWord,1,RO,100,,,,,,,,,,"",
"op4150_OK_parts","D0062010",DWord,1,RO,100,,,,,,,,,,"",
"op4150_operation_complete","D0062000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_productionreset","D0062000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4150_rejection1","D0062020",Word,1,RO,100,,,,,,,,,,"",
"op4150_rework","D0035000.03",DWord,1,RO,100,,,,,,,,,,"",
"op4150_shift","D0062028",Word,1,RO,100,,,,,,,,,,"",
"op4150_Total_parts","D0062014",DWord,1,RO,100,,,,,,,,,,"",
"op4150_variant","D0062022",Word,1,RO,100,,,,,,,,,,"",
