Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"op4110_alarm3","D0191042",Word,1,RO,100,,,,,,,,,,"",
"op4110_alarm4","D0191043",Word,1,RO,100,,,,,,,,,,"",
"op4110_alarm5","D0191044",Word,1,RO,100,,,,,,,,,,"",
"op4110_alarm6","D0191045",Word,1,RO,100,,,,,,,,,,"",
"op4110_alarm7","D0191046",Word,1,RO,100,,,,,,,,,,"",
"op4110_alarm8","D0191047",Word,1,RO,100,,,,,,,,,,"",
"op4110_alarm9","D0191048",Word,1,RO,100,,,,,,,,,,"",
"op4110_automode_running","D0191018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_automode_selected","D0191018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_break","D0191000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_error_active","D0191018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_loss1","D0191000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_loss2","D0191000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_manualmode_selected","D0191018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_NOK_parts","D0191012",DWord,1,RO,100,,,,,,,,,,"",
"op4110_OK_parts","D0191010",DWord,1,RO,100,,,,,,,,,,"",
"op4110_operation_complete","D0191000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_productionreset","D0191000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op4110_rejection1","D0191020",Word,1,RO,100,,,,,,,,,,"",
"op4110_rework","D0105000.03",DWord,1,RO,100,,,,,,,,,,"",
"op4110_shift","D0191028",Word,1,RO,100,,,,,,,,,,"",
"op4110_Total_parts","D0191014",DWord,1,RO,100,,,,,,,,,,"",
"op4110_variant","D0191022",Word,1,RO,100,,,,,,,,,,"",
