Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"op2060_rejection1","D0186020",Word,1,RO,100,,,,,,,,,,"",
"op2060_rework","D0186016",DWord,1,RO,100,,,,,,,,,,"",
"op2060_shift","D0186028",Word,1,RO,100,,,,,,,,,,"",
"op2060_Total_parts","D0186014",DWord,1,RO,100,,,,,,,,,,"",
"op2060_variant","D0186022",Word,1,RO,100,,,,,,,,,,"",
"op2065_actualcycletime","D0187026",DWord,1,RO,100,,,,,,,,,,"",
"op2065_alarm1","D0187040",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm10","D0187049",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm11","D0187050",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm12","D0187051",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm13","D0187052",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm14","D0187053",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm15","D0187054",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm16","D0187055",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm2","D0187041",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm3","D0187042",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm4","D0187043",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm5","D0187044",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm6","D0187045",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm7","D0187046",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm8","D0187047",Word,1,RO,100,,,,,,,,,,"",
"op2065_alarm9","D0187048",Word,1,RO,100,,,,,,,,,,"",
"op2065_automode_running","D0187018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_automode_selected","D0187018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_break","D0187000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_error_active","D0187018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_loss1","D0187000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_loss2","D0187000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_manualmode_selected","D0187018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_NOK_parts","D0187012",DWord,1,RO,100,,,,,,,,,,"",
"op2065_OK_parts","D0187010",DWord,1,RO,100,,,,,,,,,,"",
"op2065_operation_complete","D0187000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_productionreset","D0187000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op2065_rejection1","D0187020",Word,1,RO,100,,,,,,,,,,"",
"op2065_rework","D0187016",DWord,1,RO,100,,,,,,,,,,"",
"op2065_shift","D0187028",Word,1,RO,100,,,,,,,,,,"",
"op2065_Total_parts","D0187014",DWord,1,RO,100,,,,,,,,,,"",
"op2065_variant","D0187022",Word,1,RO,100,,,,,,,,,,"",
"op2090_actualcycletime","D0188026",DWord,1,RO,100,,,,,,,,,,"",
"op2090_alarm1","D0188040",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm10","D0188049",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm11","D0188050",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm12","D0188051",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm13","D0188052",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm14","D0188053",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm15","D0188054",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm16","D0188055",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm2","D0188041",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm3","D0188042",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm4","D0188043",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm5","D0188044",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm6","D0188045",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm7","D0188046",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm8","D0188047",Word,1,RO,100,,,,,,,,,,"",
"op2090_alarm9","D0188048",Word,1,RO,100,,,,,,,,,,"",
"op2090_automode_running","D0188018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_automode_selected","D0188018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_break","D0188000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_error_active","D0188018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_loss1","D0188000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_loss2","D0188000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_manualmode_selected","D0188018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_NOK_parts","D0188012",DWord,1,RO,100,,,,,,,,,,"",
"op2090_OK_parts","D0188010",DWord,1,RO,100,,,,,,,,,,"",
"op2090_operation_complete","D0188000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_productionreset","D0188000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op2090_rejection1","D0188020",Word,1,RO,100,,,,,,,,,,"",
"op2090_rework","D0188016",DWord,1,RO,100,,,,,,,,,,"",
"op2090_shift","D0188028",Word,1,RO,100,,,,,,,,,,"",
"op2090_Total_parts","D0188014",DWord,1,RO,100,,,,,,,,,,"",
"op2090_variant","D0188022",Word,1,RO,100,,,,,,,,,,"",
"op2100_actualcycletime","D0190026",DWord,1,RO,100,,,,,,,,,,"",
"op2100_alarm1","D0190040",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm10","D0190049",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm11","D0190050",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm12","D0190051",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm13","D0190052",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm14","D0190053",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm15","D0190054",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm16","D0190055",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm2","D0190041",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm3","D0190042",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm4","D0190043",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm5","D0190044",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm6","D0190045",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm7","D0190046",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm8","D0190047",Word,1,RO,100,,,,,,,,,,"",
"op2100_alarm9","D0190048",Word,1,RO,100,,,,,,,,,,"",
"op2100_automode_running","D0190018.03",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_automode_selected","D0190018.00",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_break","D0190000.02",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_error_active","D0190018.05",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_loss1","D0190000.04",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_loss2","D0190000.05",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_manualmode_selected","D0190018.01",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_NOK_parts","D0190012",DWord,1,RO,100,,,,,,,,,,"",
"op2100_OK_parts","D0190010",DWord,1,RO,100,,,,,,,,,,"",
"op2100_operation_complete","D0190000.01",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_productionreset","D0190000.00",Boolean,1,RO,100,,,,,,,,,,"",
"op2100_rejection1","D0190020",Word,1,RO,100,,,,,,,,,,"",
"op2100_rework","D0190016",DWord,1,RO,100,,,,,,,,,,"",
"op2100_shift","D0190028",Word,1,RO,100,,,,,,,,,,"",
"op2100_Total_parts","D0190014",DWord,1,RO,100,,,,,,,,,,"",
"op2100_variant","D0190022",Word,1,RO,100,,,,,,,,,,"",
